"Name.Ret","Month.Ret","Sales.Ret","ExciseTax.Ret","County.Ret","Established.Ret","RetailerURLLink"
"1390","HIGH SOCIETY","Feb-2016","$120,453","$44,568","Skagit County","Retailer since Jan 2015","http://www.502data.com/license/413534"
"1391","HIGH SOCIETY","Jan-2016","$117,175","$43,355","Skagit County","Retailer since Jan 2015","http://www.502data.com/license/413534"
"1392","HIGH SOCIETY","All-2015","$1,142,444","$408,392","Skagit County","Retailer since Jan 2015","http://www.502data.com/license/413534"
"1393","FREEDOM MARKET","Oct-2016","$180,665","$66,846","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1394","FREEDOM MARKET","Sep-2016","$199,516","$73,821","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1395","FREEDOM MARKET","Aug-2016","$189,503","$70,116","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1396","FREEDOM MARKET","Jul-2016","$178,546","$66,062","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1397","FREEDOM MARKET","Jun-2016","$149,958","$55,485","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1398","FREEDOM MARKET","May-2016","$145,472","$53,825","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1399","FREEDOM MARKET","Apr-2016","$160,157","$59,258","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1400","FREEDOM MARKET","Mar-2016","$160,790","$59,492","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1401","FREEDOM MARKET","Feb-2016","$150,439","$55,662","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1402","FREEDOM MARKET","Jan-2016","$140,986","$52,165","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1403","FREEDOM MARKET","All-2015","$1,381,733","$492,863","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1404","FREEDOM MARKET","All-2014","$433,195","$144,398","Cowlitz County","Retailer since Jul 2014","http://www.502data.com/license/414280"
"1405","THE HIDDEN BUSH","Oct-2016","$180,040","$66,615","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1406","THE HIDDEN BUSH","Sep-2016","$198,917","$73,599","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1407","THE HIDDEN BUSH","Aug-2016","$199,277","$73,732","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1408","THE HIDDEN BUSH","Jul-2016","$190,741","$70,574","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1409","THE HIDDEN BUSH","Jun-2016","$158,348","$58,589","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1410","THE HIDDEN BUSH","May-2016","$161,770","$59,855","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1411","THE HIDDEN BUSH","Apr-2016","$164,936","$61,026","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1412","THE HIDDEN BUSH","Mar-2016","$158,949","$58,811","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1413","THE HIDDEN BUSH","Feb-2016","$177,186","$65,559","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1414","THE HIDDEN BUSH","Jan-2016","$165,735","$61,322","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1415","THE HIDDEN BUSH","All-2015","$1,888,117","$670,113","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1416","THE HIDDEN BUSH","All-2014","$68,028","$22,676","Clallam County","Retailer since Nov 2014","http://www.502data.com/license/412921"
"1417","WE'RE JUST BUDS","Oct-2016","$178,582","$66,075","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1418","WE'RE JUST BUDS","Sep-2016","$188,095","$69,595","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1419","WE'RE JUST BUDS","Aug-2016","$151,029","$55,881","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1420","WE'RE JUST BUDS","Jul-2016","$136,207","$50,397","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1421","WE'RE JUST BUDS","Jun-2016","$143,865","$53,230","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1422","WE'RE JUST BUDS","May-2016","$205,485","$76,029","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1423","WE'RE JUST BUDS","Apr-2016","$279,760","$103,511","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1424","WE'RE JUST BUDS","Mar-2016","$254,970","$94,339","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1425","WE'RE JUST BUDS","Feb-2016","$251,747","$93,147","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1426","WE'RE JUST BUDS","Jan-2016","$272,168","$100,702","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1427","WE'RE JUST BUDS","All-2015","$1,472,970","$544,484","Whitman County","Retailer since Jun 2015","http://www.502data.com/license/414995"
"1428","HIDDEN JOINT","Oct-2016","$175,612","$64,977","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1429","HIDDEN JOINT","Sep-2016","$151,016","$55,876","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1430","HIDDEN JOINT","Aug-2016","$130,859","$48,418","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1431","HIDDEN JOINT","Jul-2016","$76,328","$28,241","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1432","HIDDEN JOINT","Jun-2016","$35,494","$13,133","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1433","HIDDEN JOINT","May-2016","$7,398","$2,737","Spokane County","Retailer since May 2016","http://www.502data.com/license/422431"
"1434","THE HAPPY CROP SHOPPE","Oct-2016","$174,667","$64,627","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1435","THE HAPPY CROP SHOPPE","Sep-2016","$202,979","$75,102","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1436","THE HAPPY CROP SHOPPE","Aug-2016","$189,698","$70,188","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1437","THE HAPPY CROP SHOPPE","Jul-2016","$206,931","$76,564","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1438","THE HAPPY CROP SHOPPE","Jun-2016","$184,921","$68,421","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1439","THE HAPPY CROP SHOPPE","May-2016","$165,909","$61,386","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1440","THE HAPPY CROP SHOPPE","Apr-2016","$151,736","$56,142","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1441","THE HAPPY CROP SHOPPE","Mar-2016","$142,275","$52,642","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1442","THE HAPPY CROP SHOPPE","Feb-2016","$130,500","$48,285","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1443","THE HAPPY CROP SHOPPE","Jan-2016","$117,803","$43,587","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1444","THE HAPPY CROP SHOPPE","All-2015","$1,361,545","$481,319","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1445","THE HAPPY CROP SHOPPE","All-2014","$638,724","$212,908","Douglas County","Retailer since Jul 2014","http://www.502data.com/license/413481"
"1446","GRASS","Oct-2016","$174,327","$64,501","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1447","GRASS","Sep-2016","$169,100","$62,567","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1448","GRASS","Aug-2016","$175,854","$65,066","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1449","GRASS","Jul-2016","$189,346","$70,058","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1450","GRASS","Jun-2016","$178,449","$66,026","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1451","GRASS","May-2016","$180,148","$66,655","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1452","GRASS","Apr-2016","$174,338","$64,505","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1453","GRASS","Mar-2016","$165,770","$61,335","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1454","GRASS","Feb-2016","$153,634","$56,845","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1455","GRASS","Jan-2016","$146,391","$54,165","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1456","GRASS","All-2015","$2,130,082","$744,588","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1457","GRASS","All-2014","$424,547","$141,516","King County","Retailer since Oct 2014","http://www.502data.com/license/414785"
"1458","SEATTLE CANNABIS COMPANY","Oct-2016","$173,140","$64,062","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1459","SEATTLE CANNABIS COMPANY","Sep-2016","$219,387","$81,173","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1460","SEATTLE CANNABIS COMPANY","Aug-2016","$238,554","$88,265","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1461","SEATTLE CANNABIS COMPANY","Jul-2016","$224,270","$82,980","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1462","SEATTLE CANNABIS COMPANY","Jun-2016","$173,932","$64,355","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1463","SEATTLE CANNABIS COMPANY","May-2016","$145,725","$53,918","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1464","SEATTLE CANNABIS COMPANY","Apr-2016","$67,226","$24,874","King County","Retailer since Apr 2016","http://www.502data.com/license/413479"
"1465","ZIA RECREATIONAL","Oct-2016","$172,957","$63,994","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1466","ZIA RECREATIONAL","Sep-2016","$190,293","$70,409","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1467","ZIA RECREATIONAL","Aug-2016","$191,089","$70,703","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1468","ZIA RECREATIONAL","Jul-2016","$184,252","$68,173","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1469","ZIA RECREATIONAL","Jun-2016","$156,828","$58,026","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1470","ZIA RECREATIONAL","May-2016","$156,594","$57,940","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1471","ZIA RECREATIONAL","Apr-2016","$155,383","$57,492","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1472","ZIA RECREATIONAL","Mar-2016","$149,762","$55,412","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1473","ZIA RECREATIONAL","Feb-2016","$139,397","$51,577","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1474","ZIA RECREATIONAL","Jan-2016","$116,826","$43,226","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1475","ZIA RECREATIONAL","All-2015","$654,202","$238,205","Grays Harbor County","Retailer since May 2015","http://www.502data.com/license/415488"
"1476","CANNABLYSS","Oct-2016","$172,417","$63,794","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1477","CANNABLYSS","Sep-2016","$176,270","$65,220","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1478","CANNABLYSS","Aug-2016","$180,038","$66,614","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1479","CANNABLYSS","Jul-2016","$169,287","$62,636","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1480","CANNABLYSS","Jun-2016","$150,684","$55,753","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1481","CANNABLYSS","May-2016","$162,680","$60,192","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1482","CANNABLYSS","Apr-2016","$175,981","$65,113","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1483","CANNABLYSS","Mar-2016","$189,746","$70,206","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1484","CANNABLYSS","Feb-2016","$169,132","$62,579","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1485","CANNABLYSS","Jan-2016","$172,103","$63,678","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1486","CANNABLYSS","All-2015","$1,590,852","$565,415","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1487","CANNABLYSS","All-2014","$149,039","$49,680","Snohomish County","Retailer since Oct 2014","http://www.502data.com/license/415575"
"1488","GREENWAY MARIJUANA","Oct-2016","$171,414","$63,423","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1489","GREENWAY MARIJUANA","Sep-2016","$191,249","$70,762","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1490","GREENWAY MARIJUANA","Aug-2016","$169,533","$62,727","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1491","GREENWAY MARIJUANA","Jul-2016","$170,847","$63,214","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1492","GREENWAY MARIJUANA","Jun-2016","$153,591","$56,829","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1493","GREENWAY MARIJUANA","May-2016","$155,941","$57,698","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1494","GREENWAY MARIJUANA","Apr-2016","$156,897","$58,052","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1495","GREENWAY MARIJUANA","Mar-2016","$125,198","$46,323","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1496","GREENWAY MARIJUANA","Feb-2016","$180,573","$66,812","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1497","GREENWAY MARIJUANA","Jan-2016","$170,197","$62,973","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1498","GREENWAY MARIJUANA","All-2015","$1,374,483","$496,167","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1499","GREENWAY MARIJUANA","All-2014","$17,936","$5,979","Kitsap County","Retailer since Nov 2014","http://www.502data.com/license/413541"
"1500","GLOBODYNE","Oct-2016","$171,096","$63,306","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1501","GLOBODYNE","Sep-2016","$161,812","$59,870","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1502","GLOBODYNE","Aug-2016","$125,023","$46,259","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1503","GLOBODYNE","Jul-2016","$109,931","$40,674","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1504","GLOBODYNE","Jun-2016","$78,355","$28,991","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1505","GLOBODYNE","May-2016","$75,173","$27,814","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1506","GLOBODYNE","Apr-2016","$52,318","$19,358","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1507","GLOBODYNE","Mar-2016","$21,493","$7,952","Snohomish County","Retailer since Mar 2016","http://www.502data.com/license/421005"
"1508","221","Oct-2016","$170,740","$63,174","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1509","221","Sep-2016","$179,892","$66,560","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1510","221","Aug-2016","$178,362","$65,994","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1511","221","Jul-2016","$175,569","$64,961","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1512","221","Jun-2016","$149,792","$55,423","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1513","221","May-2016","$149,544","$55,331","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1514","221","Apr-2016","$149,675","$55,380","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1515","221","Mar-2016","$153,410","$56,762","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1516","221","Feb-2016","$141,405","$52,320","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1517","221","Jan-2016","$136,784","$50,610","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1518","221","All-2015","$1,181,140","$422,499","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1519","221","All-2014","$161,439","$53,813","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/414574"
"1520","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Oct-2016","$168,156","$62,218","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1521","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Sep-2016","$184,921","$68,421","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1522","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Aug-2016","$184,492","$68,262","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1523","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jul-2016","$174,931","$64,724","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1524","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jun-2016","$144,828","$53,587","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1525","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","May-2016","$141,325","$52,290","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1526","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Apr-2016","$149,486","$55,310","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1527","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Mar-2016","$147,281","$54,494","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1528","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Feb-2016","$148,638","$54,996","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1529","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jan-2016","$140,617","$52,028","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1530","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","All-2015","$1,032,476","$376,895","Mason County","Retailer since May 2015","http://www.502data.com/license/415183"
"1531","THE BACK PORCH","Oct-2016","$167,870","$62,112","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1532","THE BACK PORCH","Sep-2016","$189,671","$70,178","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1533","THE BACK PORCH","Aug-2016","$178,023","$65,868","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1534","THE BACK PORCH","Jul-2016","$179,084","$66,261","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1535","THE BACK PORCH","Jun-2016","$151,288","$55,977","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1536","THE BACK PORCH","May-2016","$141,182","$52,237","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1537","THE BACK PORCH","Apr-2016","$125,258","$46,345","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1538","THE BACK PORCH","Mar-2016","$116,738","$43,193","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1539","THE BACK PORCH","Feb-2016","$110,082","$40,730","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1540","THE BACK PORCH","Jan-2016","$97,022","$35,898","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1541","THE BACK PORCH","All-2015","$942,426","$340,438","Chelan County","Retailer since Mar 2015","http://www.502data.com/license/415645"
"1542","BUD HUT","Oct-2016","$166,255","$61,514","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1543","BUD HUT","Sep-2016","$161,628","$59,802","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1544","BUD HUT","Aug-2016","$170,741","$63,174","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1545","BUD HUT","Jul-2016","$179,317","$66,347","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1546","BUD HUT","Jun-2016","$144,003","$53,281","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1547","BUD HUT","May-2016","$143,419","$53,065","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1548","BUD HUT","Apr-2016","$138,391","$51,205","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1549","BUD HUT","Mar-2016","$134,396","$49,727","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1550","BUD HUT","Feb-2016","$117,745","$43,566","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1551","BUD HUT","Jan-2016","$113,891","$42,140","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1552","BUD HUT","All-2015","$952,528","$339,256","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1553","BUD HUT","All-2014","$29,070","$9,690","Island County","Retailer since Dec 2014","http://www.502data.com/license/413901"
"1554","THE JOINT","Oct-2016","$165,589","$61,268","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1555","THE JOINT","Sep-2016","$181,058","$66,992","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1556","THE JOINT","Aug-2016","$164,606","$60,904","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1557","THE JOINT","Jul-2016","$177,236","$65,577","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1558","THE JOINT","Jun-2016","$147,154","$54,447","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1559","THE JOINT","May-2016","$133,678","$49,461","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1560","THE JOINT","Apr-2016","$135,566","$50,159","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1561","THE JOINT","Mar-2016","$135,838","$50,260","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1562","THE JOINT","Feb-2016","$123,450","$45,676","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1563","THE JOINT","Jan-2016","$108,020","$39,967","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1564","THE JOINT","All-2015","$746,437","$272,893","Chelan County","Retailer since May 2015","http://www.502data.com/license/414065"
"1565","THE CANNABIS OASIS","Oct-2016","$164,266","$60,779","Pierce County","Retailer since Aug 2016","http://www.502data.com/license/423372"
"1566","THE CANNABIS OASIS","Sep-2016","$148,747","$55,036","Pierce County","Retailer since Aug 2016","http://www.502data.com/license/423372"
"1567","THE CANNABIS OASIS","Aug-2016","$63,982","$23,673","Pierce County","Retailer since Aug 2016","http://www.502data.com/license/423372"
"1568","PACIFIC CANNABIS COMPANY","Oct-2016","$164,230","$60,765","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1569","PACIFIC CANNABIS COMPANY","Sep-2016","$181,798","$67,265","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1570","PACIFIC CANNABIS COMPANY","Aug-2016","$187,742","$69,464","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1571","PACIFIC CANNABIS COMPANY","Jul-2016","$188,824","$69,865","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1572","PACIFIC CANNABIS COMPANY","Jun-2016","$170,299","$63,011","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1573","PACIFIC CANNABIS COMPANY","May-2016","$167,885","$62,117","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1574","PACIFIC CANNABIS COMPANY","Apr-2016","$163,249","$60,402","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1575","PACIFIC CANNABIS COMPANY","Mar-2016","$164,309","$60,794","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1576","PACIFIC CANNABIS COMPANY","Feb-2016","$153,698","$56,868","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1577","PACIFIC CANNABIS COMPANY","Jan-2016","$152,712","$56,503","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1578","PACIFIC CANNABIS COMPANY","All-2015","$858,056","$317,470","Kitsap County","Retailer since Jun 2015","http://www.502data.com/license/414656"
"1579","THE GREEN SHELF","Oct-2016","$163,342","$60,436","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1580","THE GREEN SHELF","Sep-2016","$195,925","$72,492","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1581","THE GREEN SHELF","Aug-2016","$193,458","$71,579","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1582","THE GREEN SHELF","Jul-2016","$202,856","$75,057","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1583","THE GREEN SHELF","Jun-2016","$212,112","$78,481","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1584","THE GREEN SHELF","May-2016","$214,601","$79,402","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1585","THE GREEN SHELF","Apr-2016","$224,544","$83,081","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1586","THE GREEN SHELF","Mar-2016","$222,513","$82,330","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1587","THE GREEN SHELF","Feb-2016","$194,384","$71,922","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1588","THE GREEN SHELF","Jan-2016","$179,130","$66,278","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1589","THE GREEN SHELF","All-2015","$461,223","$170,653","Kittitas County","Retailer since Aug 2015","http://www.502data.com/license/414958"
"1590","PURPLE HAZE","Oct-2016","$162,438","$60,102","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1591","PURPLE HAZE","Sep-2016","$169,443","$62,694","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1592","PURPLE HAZE","Aug-2016","$174,235","$64,467","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1593","PURPLE HAZE","Jul-2016","$192,356","$71,172","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1594","PURPLE HAZE","Jun-2016","$170,543","$63,101","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1595","PURPLE HAZE","May-2016","$169,537","$62,729","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1596","PURPLE HAZE","Apr-2016","$163,789","$60,602","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1597","PURPLE HAZE","Mar-2016","$164,991","$61,047","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1598","PURPLE HAZE","Feb-2016","$159,979","$59,192","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1599","PURPLE HAZE","Jan-2016","$158,038","$58,474","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1600","PURPLE HAZE","All-2015","$1,602,435","$570,871","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1601","PURPLE HAZE","All-2014","$15,748","$5,249","Snohomish County","Retailer since Dec 2014","http://www.502data.com/license/414680"
"1602","RED CANYON","Oct-2016","$161,159","$59,629","Snohomish County","Retailer since Mar 2015","http://www.502data.com/license/414500"
