"Name.Ret","Month.Ret","Sales.Ret","ExciseTax.Ret","County.Ret","Established.Ret","RetailerURLLink"
"564","SPOKANE GREEN LEAF","Jul-2016","$400,008","$148,003","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"565","SPOKANE GREEN LEAF","Jun-2016","$339,136","$125,480","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"566","SPOKANE GREEN LEAF","May-2016","$324,972","$120,240","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"567","SPOKANE GREEN LEAF","Apr-2016","$314,791","$116,473","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"568","SPOKANE GREEN LEAF","Mar-2016","$306,597","$113,441","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"569","SPOKANE GREEN LEAF","Feb-2016","$49,813","$18,431","Spokane County","Retailer since Feb 2016","http://www.502data.com/license/422146"
"570","RAINIER ON PINE","Oct-2016","$358,075","$132,488","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"571","RAINIER ON PINE","Sep-2016","$334,927","$123,923","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"572","RAINIER ON PINE","Aug-2016","$337,655","$124,932","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"573","RAINIER ON PINE","Jul-2016","$320,798","$118,695","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"574","RAINIER ON PINE","Jun-2016","$260,029","$96,211","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"575","RAINIER ON PINE","May-2016","$281,533","$104,167","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"576","RAINIER ON PINE","Apr-2016","$296,787","$109,811","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"577","RAINIER ON PINE","Mar-2016","$315,622","$116,780","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"578","RAINIER ON PINE","Feb-2016","$305,809","$113,149","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"579","RAINIER ON PINE","Jan-2016","$343,318","$127,028","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"580","RAINIER ON PINE","All-2015","$4,368,552","$1,544,992","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"581","RAINIER ON PINE","All-2014","$1,349,956","$449,985","Pierce County","Retailer since Aug 2014","http://www.502data.com/license/414723"
"582","OCEAN GREENS","Oct-2016","$353,718","$130,876","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"583","OCEAN GREENS","Sep-2016","$356,994","$132,088","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"584","OCEAN GREENS","Aug-2016","$370,331","$137,023","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"585","OCEAN GREENS","Jul-2016","$397,237","$146,978","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"586","OCEAN GREENS","Jun-2016","$376,880","$139,446","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"587","OCEAN GREENS","May-2016","$386,917","$143,159","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"588","OCEAN GREENS","Apr-2016","$385,247","$142,541","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"589","OCEAN GREENS","Mar-2016","$357,215","$132,170","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"590","OCEAN GREENS","Feb-2016","$381,590","$141,188","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"591","OCEAN GREENS","Jan-2016","$428,709","$158,622","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"592","OCEAN GREENS","All-2015","$5,232,469","$1,843,064","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"593","OCEAN GREENS","All-2014","$723,856","$241,286","King County","Retailer since Oct 2014","http://www.502data.com/license/413372"
"594","DESTINATION HIGHWAY 420","Oct-2016","$351,997","$130,239","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"595","DESTINATION HIGHWAY 420","Sep-2016","$343,598","$127,131","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"596","DESTINATION HIGHWAY 420","Aug-2016","$334,653","$123,822","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"597","DESTINATION HIGHWAY 420","Jul-2016","$332,522","$123,033","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"598","DESTINATION HIGHWAY 420","Jun-2016","$284,660","$105,324","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"599","DESTINATION HIGHWAY 420","May-2016","$287,051","$106,209","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"600","DESTINATION HIGHWAY 420","Apr-2016","$299,007","$110,633","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"601","DESTINATION HIGHWAY 420","Mar-2016","$275,827","$102,056","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"602","DESTINATION HIGHWAY 420","Feb-2016","$252,884","$93,567","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"603","DESTINATION HIGHWAY 420","Jan-2016","$226,827","$83,926","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"604","DESTINATION HIGHWAY 420","All-2015","$683,895","$253,041","Kitsap County","Retailer since Aug 2015","http://www.502data.com/license/414503"
"605","WALLA WALLA WEEDERY","Oct-2016","$350,269","$129,600","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"606","WALLA WALLA WEEDERY","Sep-2016","$379,530","$140,426","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"607","WALLA WALLA WEEDERY","Aug-2016","$360,881","$133,526","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"608","WALLA WALLA WEEDERY","Jul-2016","$368,648","$136,400","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"609","WALLA WALLA WEEDERY","Jun-2016","$327,097","$121,026","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"610","WALLA WALLA WEEDERY","May-2016","$310,215","$114,780","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"611","WALLA WALLA WEEDERY","Apr-2016","$314,316","$116,297","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"612","WALLA WALLA WEEDERY","Mar-2016","$274,433","$101,540","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"613","WALLA WALLA WEEDERY","Feb-2016","$289,005","$106,932","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"614","WALLA WALLA WEEDERY","Jan-2016","$203,530","$75,306","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"615","WALLA WALLA WEEDERY","All-2015","$191,206","$70,746","Walla Walla County","Retailer since Nov 2015","http://www.502data.com/license/414011"
"616","HERBN ELEMENTS","Oct-2016","$343,209","$126,987","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"617","HERBN ELEMENTS","Sep-2016","$334,442","$123,743","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"618","HERBN ELEMENTS","Aug-2016","$323,900","$119,843","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"619","HERBN ELEMENTS","Jul-2016","$307,030","$113,601","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"620","HERBN ELEMENTS","Jun-2016","$282,649","$104,580","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"621","HERBN ELEMENTS","May-2016","$280,410","$103,752","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"622","HERBN ELEMENTS","Apr-2016","$296,591","$109,739","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"623","HERBN ELEMENTS","Mar-2016","$295,251","$109,243","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"624","HERBN ELEMENTS","Feb-2016","$295,390","$109,294","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"625","HERBN ELEMENTS","Jan-2016","$311,598","$115,291","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"626","HERBN ELEMENTS","All-2015","$1,904,325","$694,813","King County","Retailer since Apr 2015","http://www.502data.com/license/413570"
"627","STATION 420, LLC","Oct-2016","$342,763","$126,822","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"628","STATION 420, LLC","Sep-2016","$389,504","$144,116","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"629","STATION 420, LLC","Aug-2016","$330,869","$122,422","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"630","STATION 420, LLC","Jul-2016","$312,631","$115,673","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"631","STATION 420, LLC","Jun-2016","$257,023","$95,098","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"632","STATION 420, LLC","May-2016","$273,663","$101,255","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"633","STATION 420, LLC","Apr-2016","$253,035","$93,623","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"634","STATION 420, LLC","Mar-2016","$238,391","$88,205","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"635","STATION 420, LLC","Feb-2016","$218,738","$80,933","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"636","STATION 420, LLC","Jan-2016","$185,444","$68,614","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"637","STATION 420, LLC","All-2015","$1,640,288","$583,908","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"638","STATION 420, LLC","All-2014","$396,747","$132,249","Yakima County","Retailer since Jul 2014","http://www.502data.com/license/413596"
"639","420 WEST","Oct-2016","$342,075","$126,568","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"640","420 WEST","Sep-2016","$341,542","$126,371","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"641","420 WEST","Aug-2016","$308,521","$114,153","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"642","420 WEST","Jul-2016","$257,674","$95,340","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"643","420 WEST","Jun-2016","$210,479","$77,877","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"644","420 WEST","May-2016","$190,674","$70,550","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"645","420 WEST","Apr-2016","$169,248","$62,622","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"646","420 WEST","Mar-2016","$173,181","$64,077","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"647","420 WEST","Feb-2016","$145,869","$53,971","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"648","420 WEST","Jan-2016","$127,394","$47,136","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"649","420 WEST","All-2015","$255,064","$94,374","Thurston County","Retailer since Sep 2015","http://www.502data.com/license/414733"
"650","KALEAFA","Oct-2016","$340,465","$125,972","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"651","KALEAFA","Sep-2016","$345,746","$127,926","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"652","KALEAFA","Aug-2016","$327,618","$121,219","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"653","KALEAFA","Jul-2016","$321,260","$118,866","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"654","KALEAFA","Jun-2016","$295,700","$109,409","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"655","KALEAFA","May-2016","$297,108","$109,930","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"656","KALEAFA","Apr-2016","$292,897","$108,372","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"657","KALEAFA","Mar-2016","$279,149","$103,285","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"658","KALEAFA","Feb-2016","$250,427","$92,658","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"659","KALEAFA","Jan-2016","$239,695","$88,687","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"660","KALEAFA","All-2015","$1,493,452","$544,758","Island County","Retailer since May 2015","http://www.502data.com/license/417643"
"661","LOVING FARMS","Oct-2016","$336,469","$124,494","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"662","LOVING FARMS","Sep-2016","$379,967","$140,588","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"663","LOVING FARMS","Aug-2016","$331,467","$122,643","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"664","LOVING FARMS","Jul-2016","$313,779","$116,098","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"665","LOVING FARMS","Jun-2016","$270,713","$100,164","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"666","LOVING FARMS","May-2016","$273,555","$101,215","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"667","LOVING FARMS","Apr-2016","$265,948","$98,401","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"668","LOVING FARMS","Mar-2016","$249,193","$92,201","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"669","LOVING FARMS","Feb-2016","$235,652","$87,191","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"670","LOVING FARMS","Jan-2016","$215,919","$79,890","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"671","LOVING FARMS","All-2015","$1,928,200","$685,371","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"672","LOVING FARMS","All-2014","$203,898","$67,966","Skagit County","Retailer since Sep 2014","http://www.502data.com/license/412370"
"673","WHITE RABBIT RETAIL","Oct-2016","$336,068","$124,345","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"674","WHITE RABBIT RETAIL","Sep-2016","$351,513","$130,060","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"675","WHITE RABBIT RETAIL","Aug-2016","$357,716","$132,355","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"676","WHITE RABBIT RETAIL","Jul-2016","$297,165","$109,951","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"677","WHITE RABBIT RETAIL","Jun-2016","$235,815","$87,251","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"678","WHITE RABBIT RETAIL","May-2016","$255,967","$94,708","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"679","WHITE RABBIT RETAIL","Apr-2016","$249,445","$92,295","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"680","WHITE RABBIT RETAIL","Mar-2016","$245,739","$90,923","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"681","WHITE RABBIT RETAIL","Feb-2016","$226,224","$83,703","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"682","WHITE RABBIT RETAIL","Jan-2016","$237,028","$87,700","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"683","WHITE RABBIT RETAIL","All-2015","$886,802","$328,115","Snohomish County","Retailer since Jun 2015","http://www.502data.com/license/414398"
"684","NIMBIN FARM","Oct-2016","$332,120","$122,884","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"685","NIMBIN FARM","Sep-2016","$358,168","$132,522","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"686","NIMBIN FARM","Aug-2016","$359,970","$133,189","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"687","NIMBIN FARM","Jul-2016","$356,944","$132,069","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"688","NIMBIN FARM","Jun-2016","$316,257","$117,015","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"689","NIMBIN FARM","May-2016","$328,208","$121,437","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"690","NIMBIN FARM","Apr-2016","$315,082","$116,580","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"691","NIMBIN FARM","Mar-2016","$294,419","$108,935","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"692","NIMBIN FARM","Feb-2016","$275,877","$102,074","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"693","NIMBIN FARM","Jan-2016","$267,308","$98,904","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"694","NIMBIN FARM","All-2015","$1,331,020","$488,115","King County","Retailer since Apr 2015","http://www.502data.com/license/415658"
"695","CINDER","Oct-2016","$330,569","$122,311","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"696","CINDER","Sep-2016","$367,836","$136,099","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"697","CINDER","Aug-2016","$348,879","$129,085","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"698","CINDER","Jul-2016","$363,351","$134,440","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"699","CINDER","Jun-2016","$351,572","$130,082","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"700","CINDER","May-2016","$370,777","$137,188","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"701","CINDER","Apr-2016","$393,766","$145,693","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"702","CINDER","Mar-2016","$394,960","$146,135","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"703","CINDER","Feb-2016","$417,636","$154,525","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"704","CINDER","Jan-2016","$380,795","$140,894","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"705","CINDER","All-2015","$3,392,572","$1,216,610","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"706","CINDER","All-2014","$59,109","$19,703","Spokane County","Retailer since Nov 2014","http://www.502data.com/license/413940"
"707","HERB'S HOUSE","Oct-2016","$330,106","$122,139","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"708","HERB'S HOUSE","Sep-2016","$330,500","$122,285","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"709","HERB'S HOUSE","Aug-2016","$337,376","$124,829","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"710","HERB'S HOUSE","Jul-2016","$345,359","$127,783","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"711","HERB'S HOUSE","Jun-2016","$331,196","$122,542","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"712","HERB'S HOUSE","May-2016","$338,645","$125,299","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"713","HERB'S HOUSE","Apr-2016","$345,355","$127,781","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"714","HERB'S HOUSE","Mar-2016","$348,417","$128,914","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"715","HERB'S HOUSE","Feb-2016","$350,370","$129,637","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"716","HERB'S HOUSE","Jan-2016","$350,160","$129,559","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"717","HERB'S HOUSE","All-2015","$3,112,328","$1,117,304","King County","Retailer since Feb 2015","http://www.502data.com/license/402039"
"718","172ND ST CANNABIS","Oct-2016","$329,947","$122,081","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"719","172ND ST CANNABIS","Sep-2016","$316,106","$116,959","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"720","172ND ST CANNABIS","Aug-2016","$257,533","$95,287","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"721","172ND ST CANNABIS","Jul-2016","$211,626","$78,302","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"722","172ND ST CANNABIS","Jun-2016","$148,296","$54,870","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"723","172ND ST CANNABIS","May-2016","$104,382","$38,621","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"724","172ND ST CANNABIS","Apr-2016","$29,028","$10,740","Snohomish County","Retailer since Apr 2016","http://www.502data.com/license/421084"
"725","DOCKSIDE CANNABIS","Oct-2016","$328,687","$121,614","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"726","DOCKSIDE CANNABIS","Sep-2016","$382,162","$141,400","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"727","DOCKSIDE CANNABIS","Aug-2016","$365,541","$135,250","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"728","DOCKSIDE CANNABIS","Jul-2016","$364,446","$134,845","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"729","DOCKSIDE CANNABIS","Jun-2016","$298,071","$110,286","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"730","DOCKSIDE CANNABIS","May-2016","$287,831","$106,497","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"731","DOCKSIDE CANNABIS","Apr-2016","$314,114","$116,222","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"732","DOCKSIDE CANNABIS","Mar-2016","$270,189","$99,970","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"733","DOCKSIDE CANNABIS","Feb-2016","$239,770","$88,715","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"734","DOCKSIDE CANNABIS","Jan-2016","$209,129","$77,378","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"735","DOCKSIDE CANNABIS","All-2015","$610,456","$225,869","King County","Retailer since Sep 2015","http://www.502data.com/license/414174"
"736","MARY JANE","Oct-2016","$319,003","$118,031","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"737","MARY JANE","Sep-2016","$313,688","$116,065","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"738","MARY JANE","Aug-2016","$293,071","$108,436","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"739","MARY JANE","Jul-2016","$277,078","$102,519","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"740","MARY JANE","Jun-2016","$231,813","$85,771","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"741","MARY JANE","May-2016","$211,180","$78,137","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"742","MARY JANE","Apr-2016","$181,908","$67,306","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"743","MARY JANE","Mar-2016","$162,582","$60,155","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"744","MARY JANE","Feb-2016","$130,376","$48,239","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"745","MARY JANE","Jan-2016","$117,384","$43,432","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"746","MARY JANE","All-2015","$532,233","$196,870","King County","Retailer since May 2015","http://www.502data.com/license/415652"
"747","LOCALS CANNA HOUSE","Oct-2016","$318,998","$118,029","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"748","LOCALS CANNA HOUSE","Sep-2016","$299,441","$110,793","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"749","LOCALS CANNA HOUSE","Aug-2016","$259,014","$95,835","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"750","LOCALS CANNA HOUSE","Jul-2016","$233,689","$86,465","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"751","LOCALS CANNA HOUSE","Jun-2016","$195,253","$72,244","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"752","LOCALS CANNA HOUSE","May-2016","$179,295","$66,339","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"753","LOCALS CANNA HOUSE","Apr-2016","$158,959","$58,815","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"754","LOCALS CANNA HOUSE","Mar-2016","$151,104","$55,908","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"755","LOCALS CANNA HOUSE","Feb-2016","$141,809","$52,469","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"756","LOCALS CANNA HOUSE","Jan-2016","$120,062","$44,423","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"757","LOCALS CANNA HOUSE","All-2015","$429,951","$159,082","Spokane County","Retailer since Jul 2015","http://www.502data.com/license/414823"
"758","THE TOP SHELF","Oct-2016","$317,671","$117,538","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"759","THE TOP SHELF","Sep-2016","$330,312","$122,216","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"760","THE TOP SHELF","Aug-2016","$326,961","$120,975","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"761","THE TOP SHELF","Jul-2016","$312,003","$115,441","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"762","THE TOP SHELF","Jun-2016","$269,803","$99,827","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"763","THE TOP SHELF","May-2016","$232,901","$86,173","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"764","THE TOP SHELF","Apr-2016","$223,530","$82,706","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"765","THE TOP SHELF","Mar-2016","$195,979","$72,512","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"766","THE TOP SHELF","Feb-2016","$181,127","$67,017","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"767","THE TOP SHELF","Jan-2016","$160,506","$59,387","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"768","THE TOP SHELF","All-2015","$1,297,960","$467,006","Spokane County","Retailer since Jan 2015","http://www.502data.com/license/414716"
"769","ROYAL'S CANNABIS","Oct-2016","$310,437","$114,862","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"770","ROYAL'S CANNABIS","Sep-2016","$328,703","$121,620","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"771","ROYAL'S CANNABIS","Aug-2016","$307,620","$113,819","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"772","ROYAL'S CANNABIS","Jul-2016","$315,854","$116,866","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"773","ROYAL'S CANNABIS","Jun-2016","$279,301","$103,341","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"774","ROYAL'S CANNABIS","May-2016","$235,838","$87,260","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"775","ROYAL'S CANNABIS","Apr-2016","$227,869","$84,312","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"776","ROYAL'S CANNABIS","Mar-2016","$206,685","$76,473","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"777","ROYAL'S CANNABIS","Feb-2016","$189,109","$69,970","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"778","ROYAL'S CANNABIS","Jan-2016","$141,893","$52,500","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"779","ROYAL'S CANNABIS","All-2015","$809,711","$292,634","Spokane County","Retailer since Mar 2015","http://www.502data.com/license/415132"
"780","SATORI","Oct-2016","$308,823","$114,264","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
"781","SATORI","Sep-2016","$299,891","$110,960","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
"782","SATORI","Aug-2016","$255,240","$94,439","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
"783","SATORI","Jul-2016","$224,581","$83,095","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
"784","SATORI","Jun-2016","$186,085","$68,852","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
"785","SATORI","May-2016","$106,034","$39,233","Whitman County","Retailer since Apr 2016","http://www.502data.com/license/417114"
