"Name","Month","Sales","ExciseTax","County","Established","ProdProcURLLink"
"1066","HENDERSON DISTRIBUTION","Apr-2016","$87,750","$0","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1067","HENDERSON DISTRIBUTION","Mar-2016","$71,219","$0","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1068","HENDERSON DISTRIBUTION","Feb-2016","$54,371","-$108","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1069","HENDERSON DISTRIBUTION","Jan-2016","$54,725","-$189","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1070","HENDERSON DISTRIBUTION","All-2015","$675,425","$112,977","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1071","HENDERSON DISTRIBUTION","All-2014","$77,297","$25,766","Spokane County","Processor since Nov 2014","http://www.502data.com/license/417460"
"1072","COASTAL ENTERPRISES","Oct-2016","$112,596","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1073","COASTAL ENTERPRISES","Sep-2016","$102,991","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1074","COASTAL ENTERPRISES","Aug-2016","$119,234","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1075","COASTAL ENTERPRISES","Jul-2016","$106,688","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1076","COASTAL ENTERPRISES","Jun-2016","$102,935","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1077","COASTAL ENTERPRISES","May-2016","$79,055","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1078","COASTAL ENTERPRISES","Apr-2016","$70,898","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1079","COASTAL ENTERPRISES","Mar-2016","$35,232","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1080","COASTAL ENTERPRISES","Feb-2016","$59,571","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1081","COASTAL ENTERPRISES","Jan-2016","$51,869","$0","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1082","COASTAL ENTERPRISES","All-2015","$699,681","$33,222","King County","Producer/Processor since Apr 2015","http://www.502data.com/license/412408"
"1083","OLD MCDONALD'S FARM","Oct-2016","$112,135","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1084","OLD MCDONALD'S FARM","Sep-2016","$136,030","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1085","OLD MCDONALD'S FARM","Aug-2016","$130,768","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1086","OLD MCDONALD'S FARM","Jul-2016","$91,082","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1087","OLD MCDONALD'S FARM","Jun-2016","$99,022","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1088","OLD MCDONALD'S FARM","May-2016","$77,318","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1089","OLD MCDONALD'S FARM","Apr-2016","$65,443","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1090","OLD MCDONALD'S FARM","Mar-2016","$40,975","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1091","OLD MCDONALD'S FARM","Feb-2016","$67,423","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1092","OLD MCDONALD'S FARM","Jan-2016","$43,183","$0","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1093","OLD MCDONALD'S FARM","All-2015","$353,138","$3","Kittitas County","Producer/Processor since May 2015","http://www.502data.com/license/415857"
"1094","WW AGRICULTURE","Oct-2016","$111,373","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1095","WW AGRICULTURE","Sep-2016","$81,730","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1096","WW AGRICULTURE","Aug-2016","$143,176","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1097","WW AGRICULTURE","Jul-2016","$68,347","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1098","WW AGRICULTURE","Jun-2016","$82,920","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1099","WW AGRICULTURE","May-2016","$40,410","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1100","WW AGRICULTURE","Apr-2016","$26,543","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1101","WW AGRICULTURE","Mar-2016","$48,797","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1102","WW AGRICULTURE","Feb-2016","$38,514","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1103","WW AGRICULTURE","Jan-2016","$29,679","$0","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1104","WW AGRICULTURE","All-2015","$299,303","$44,080","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1105","WW AGRICULTURE","All-2014","$49,694","$16,565","Spokane County","Producer/Processor since Nov 2014","http://www.502data.com/license/412242"
"1106","CAVIAR GOLD","Oct-2016","$111,300","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1107","CAVIAR GOLD","Sep-2016","$179,100","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1108","CAVIAR GOLD","Aug-2016","$130,100","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1109","CAVIAR GOLD","Jul-2016","$93,000","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1110","CAVIAR GOLD","Jun-2016","$139,600","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1111","CAVIAR GOLD","May-2016","$81,260","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1112","CAVIAR GOLD","Apr-2016","$60,000","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1113","CAVIAR GOLD","Mar-2016","$39,500","$0","Snohomish County","Processor since Mar 2016","http://www.502data.com/license/412861"
"1114","WINTERLIFE","Oct-2016","$111,233","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1115","WINTERLIFE","Sep-2016","$93,101","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1116","WINTERLIFE","Aug-2016","$129,908","-$4","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1117","WINTERLIFE","Jul-2016","$120,284","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1118","WINTERLIFE","Jun-2016","$84,988","-$12","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1119","WINTERLIFE","May-2016","$86,318","-$7","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1120","WINTERLIFE","Apr-2016","$78,498","-$166","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1121","WINTERLIFE","Mar-2016","$61,113","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1122","WINTERLIFE","Feb-2016","$53,780","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1123","WINTERLIFE","Jan-2016","$39,569","$0","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1124","WINTERLIFE","All-2015","$313,552","$45,379","King County","Processor since Jan 2015","http://www.502data.com/license/412808"
"1125","CIRCANNA","Oct-2016","$109,548","-$86","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1126","CIRCANNA","Sep-2016","$151,651","-$94","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1127","CIRCANNA","Aug-2016","$172,361","-$17","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1128","CIRCANNA","Jul-2016","$141,768","$0","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1129","CIRCANNA","Jun-2016","$156,809","$0","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1130","CIRCANNA","May-2016","$148,547","-$18","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1131","CIRCANNA","Apr-2016","$109,504","-$5","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1132","CIRCANNA","Mar-2016","$131,987","-$145","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1133","CIRCANNA","Feb-2016","$110,620","-$188","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1134","CIRCANNA","Jan-2016","$74,320","$0","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1135","CIRCANNA","All-2015","$555,977","$19,712","King County","Processor since May 2015","http://www.502data.com/license/413174"
"1136","KOKUA SERVICES","Oct-2016","$109,368","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1137","KOKUA SERVICES","Sep-2016","$113,647","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1138","KOKUA SERVICES","Aug-2016","$130,050","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1139","KOKUA SERVICES","Jul-2016","$106,531","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1140","KOKUA SERVICES","Jun-2016","$68,462","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1141","KOKUA SERVICES","May-2016","$134,914","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1142","KOKUA SERVICES","Apr-2016","$126,857","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1143","KOKUA SERVICES","Mar-2016","$108,908","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1144","KOKUA SERVICES","Feb-2016","$72,365","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1145","KOKUA SERVICES","Jan-2016","$18,575","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1146","KOKUA SERVICES","All-2015","$2,500","$0","Thurston County","Producer/Processor since Dec 2015","http://www.502data.com/license/412074"
"1147","CLEO","Oct-2016","$108,821","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1148","CLEO","Sep-2016","$72,836","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1149","CLEO","Aug-2016","$70,954","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1150","CLEO","Jul-2016","$76,753","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1151","CLEO","Jun-2016","$97,773","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1152","CLEO","May-2016","$111,708","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1153","CLEO","Apr-2016","$102,345","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1154","CLEO","Mar-2016","$124,443","$0","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1155","CLEO","Feb-2016","$86,102","-$1","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1156","CLEO","Jan-2016","$92,793","-$1","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1157","CLEO","All-2015","$343,780","$5,215","Snohomish County","Producer/Processor since Apr 2015","http://www.502data.com/license/412627"
"1158","KUSH FARMS INCORPORATED","Oct-2016","$108,678","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1159","KUSH FARMS INCORPORATED","Sep-2016","$122,314","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1160","KUSH FARMS INCORPORATED","Aug-2016","$136,034","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1161","KUSH FARMS INCORPORATED","Jul-2016","$123,372","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1162","KUSH FARMS INCORPORATED","Jun-2016","$59,864","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1163","KUSH FARMS INCORPORATED","May-2016","$63,918","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1164","KUSH FARMS INCORPORATED","Apr-2016","$132,022","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1165","KUSH FARMS INCORPORATED","Mar-2016","$104,516","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1166","KUSH FARMS INCORPORATED","Feb-2016","$8,908","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1167","KUSH FARMS INCORPORATED","Jan-2016","$38,370","$0","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1168","KUSH FARMS INCORPORATED","All-2015","$338,370","$13,646","Pacific County","Producer/Processor since Jul 2015","http://www.502data.com/license/414287"
"1169","VULCAN MOUNTAIN FARM","Oct-2016","$108,311","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1170","VULCAN MOUNTAIN FARM","Sep-2016","$66,958","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1171","VULCAN MOUNTAIN FARM","Aug-2016","$69,809","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1172","VULCAN MOUNTAIN FARM","Jul-2016","$70,761","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1173","VULCAN MOUNTAIN FARM","Jun-2016","$51,936","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1174","VULCAN MOUNTAIN FARM","May-2016","$67,146","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1175","VULCAN MOUNTAIN FARM","Apr-2016","$49,639","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1176","VULCAN MOUNTAIN FARM","Mar-2016","$85,067","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1177","VULCAN MOUNTAIN FARM","Feb-2016","$63,264","$0","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1178","VULCAN MOUNTAIN FARM","Jan-2016","$84,847","-$555","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1179","VULCAN MOUNTAIN FARM","All-2015","$218,660","$765","Ferry County","Producer/Processor since Jun 2015","http://www.502data.com/license/413711"
"1180","ANTOINE CREEK FARMS","Oct-2016","$106,822","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1181","ANTOINE CREEK FARMS","Sep-2016","$33,977","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1182","ANTOINE CREEK FARMS","Aug-2016","$51,088","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1183","ANTOINE CREEK FARMS","Jul-2016","$26,248","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1184","ANTOINE CREEK FARMS","Jun-2016","$32,174","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1185","ANTOINE CREEK FARMS","May-2016","$35,470","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1186","ANTOINE CREEK FARMS","Apr-2016","$28,734","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1187","ANTOINE CREEK FARMS","Mar-2016","$158,897","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1188","ANTOINE CREEK FARMS","Feb-2016","$82,025","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1189","ANTOINE CREEK FARMS","Jan-2016","$151,513","$0","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1190","ANTOINE CREEK FARMS","All-2015","$373,494","$3,934","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1191","ANTOINE CREEK FARMS","All-2014","$6,075","$2,025","Okanogan County","Producer/Processor since Jul 2015","http://www.502data.com/license/412138"
"1192","SOLAR JOES","Oct-2016","$105,336","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1193","SOLAR JOES","Sep-2016","$121,556","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1194","SOLAR JOES","Aug-2016","$140,693","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1195","SOLAR JOES","Jul-2016","$133,308","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1196","SOLAR JOES","Jun-2016","$90,496","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1197","SOLAR JOES","May-2016","$91,652","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1198","SOLAR JOES","Apr-2016","$134,279","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1199","SOLAR JOES","Mar-2016","$138,336","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1200","SOLAR JOES","Feb-2016","$100,807","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1201","SOLAR JOES","Jan-2016","$134,464","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1202","SOLAR JOES","All-2015","$633,369","$0","Skagit County","Producer/Processor since Jul 2015","http://www.502data.com/license/415819"
"1203","GRASSROOTS PHARM","Oct-2016","$104,674","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1204","GRASSROOTS PHARM","Sep-2016","$170,784","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1205","GRASSROOTS PHARM","Aug-2016","$44,654","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1206","GRASSROOTS PHARM","Jul-2016","$27,594","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1207","GRASSROOTS PHARM","Jun-2016","$46,401","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1208","GRASSROOTS PHARM","May-2016","$11,004","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1209","GRASSROOTS PHARM","Apr-2016","$6,482","$0","Thurston County","Producer/Processor since Apr 2016","http://www.502data.com/license/417303"
"1210","SELECT LABEL","Oct-2016","$104,635","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1211","SELECT LABEL","Sep-2016","$90,021","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1212","SELECT LABEL","Aug-2016","$158,451","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1213","SELECT LABEL","Jul-2016","$70,715","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1214","SELECT LABEL","Jun-2016","$10","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1215","SELECT LABEL","May-2016","$200","$0","Grant County","Producer/Processor since May 2016","http://www.502data.com/license/413277"
"1216","TONASKET HIGH COUNTRY","Oct-2016","$104,405","$0","Okanogan County","Producer since Jun 2015","http://www.502data.com/license/416809"
"1217","TONASKET HIGH COUNTRY","Sep-2016","$21,092","$0","Okanogan County","Producer since Jun 2015","http://www.502data.com/license/416809"
"1218","TONASKET HIGH COUNTRY","All-2015","$373,214","$1","Okanogan County","Producer since Jun 2015","http://www.502data.com/license/416809"
"1219","BONDI FARMS","Oct-2016","$104,081","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1220","BONDI FARMS","Sep-2016","$130,558","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1221","BONDI FARMS","Aug-2016","$140,819","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1222","BONDI FARMS","Jul-2016","$132,186","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1223","BONDI FARMS","Jun-2016","$133,946","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1224","BONDI FARMS","May-2016","$109,348","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1225","BONDI FARMS","Apr-2016","$114,119","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1226","BONDI FARMS","Mar-2016","$104,391","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1227","BONDI FARMS","Feb-2016","$66,272","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1228","BONDI FARMS","Jan-2016","$65,949","$0","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1229","BONDI FARMS","All-2015","$630,780","$95,582","Cowlitz County","Producer/Processor since Apr 2015","http://www.502data.com/license/412141"
"1230","PROHIBITION BRANDS","Oct-2016","$103,844","-$49","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1231","PROHIBITION BRANDS","Sep-2016","$147,295","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1232","PROHIBITION BRANDS","Aug-2016","$125,115","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1233","PROHIBITION BRANDS","Jul-2016","$80,279","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1234","PROHIBITION BRANDS","Jun-2016","$43,854","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1235","PROHIBITION BRANDS","May-2016","$36,703","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1236","PROHIBITION BRANDS","Apr-2016","$23,351","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1237","PROHIBITION BRANDS","Mar-2016","$21,063","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1238","PROHIBITION BRANDS","Feb-2016","$20,401","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1239","PROHIBITION BRANDS","Jan-2016","$12,723","$0","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1240","PROHIBITION BRANDS","All-2015","$202,883","$9,765","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1241","PROHIBITION BRANDS","All-2014","$7,500","$2,500","Snohomish County","Producer/Processor since Nov 2014","http://www.502data.com/license/414042"
"1242","502 PROCESSOR'S GROUP","Oct-2016","$102,858","-$11","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1243","502 PROCESSOR'S GROUP","Sep-2016","$200,231","$0","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1244","502 PROCESSOR'S GROUP","Aug-2016","$222,381","-$16","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1245","502 PROCESSOR'S GROUP","Jul-2016","$213,716","-$28","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1246","502 PROCESSOR'S GROUP","Jun-2016","$205,285","-$7","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1247","502 PROCESSOR'S GROUP","May-2016","$203,475","-$7","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1248","502 PROCESSOR'S GROUP","Apr-2016","$216,280","$0","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1249","502 PROCESSOR'S GROUP","Mar-2016","$174,784","-$27","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1250","502 PROCESSOR'S GROUP","Feb-2016","$121,176","-$49","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1251","502 PROCESSOR'S GROUP","Jan-2016","$97,246","-$78","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1252","502 PROCESSOR'S GROUP","All-2015","$421,314","$8,416","King County","Processor since Jun 2015","http://www.502data.com/license/413478"
"1253","VERDELUX CHOCOLATES","Oct-2016","$99,058","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1254","VERDELUX CHOCOLATES","Sep-2016","$154,557","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1255","VERDELUX CHOCOLATES","Aug-2016","$140,351","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1256","VERDELUX CHOCOLATES","Jul-2016","$103,039","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1257","VERDELUX CHOCOLATES","Jun-2016","$127,905","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1258","VERDELUX CHOCOLATES","May-2016","$90,137","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1259","VERDELUX CHOCOLATES","Apr-2016","$94,478","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1260","VERDELUX CHOCOLATES","Mar-2016","$126,480","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1261","VERDELUX CHOCOLATES","Feb-2016","$85,514","-$1","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1262","VERDELUX CHOCOLATES","Jan-2016","$122,563","$0","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1263","VERDELUX CHOCOLATES","All-2015","$759,663","$98,255","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1264","VERDELUX CHOCOLATES","All-2014","$41,977","$13,992","Whatcom County","Producer/Processor since Nov 2014","http://www.502data.com/license/416859"
"1265","W.O.W. INDUSTRIES","Oct-2016","$98,913","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1266","W.O.W. INDUSTRIES","Sep-2016","$125,215","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1267","W.O.W. INDUSTRIES","Aug-2016","$83,338","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1268","W.O.W. INDUSTRIES","Jul-2016","$121,327","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1269","W.O.W. INDUSTRIES","Jun-2016","$51,516","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1270","W.O.W. INDUSTRIES","May-2016","$24,879","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1271","W.O.W. INDUSTRIES","Apr-2016","$35,977","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1272","W.O.W. INDUSTRIES","Mar-2016","$72,611","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1273","W.O.W. INDUSTRIES","Feb-2016","$66,560","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1274","W.O.W. INDUSTRIES","Jan-2016","$55,830","$0","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1275","W.O.W. INDUSTRIES","All-2015","$391,734","$22,291","Stevens County","Producer/Processor since Jan 2015","http://www.502data.com/license/413922"
"1276","DREAM CATCHER","Oct-2016","$95,483","$0","Grays Harbor County","Producer/Processor since Aug 2015","http://www.502data.com/license/416527"
"1277","DREAM CATCHER","Sep-2016","$69,361","$0","Grays Harbor County","Producer/Processor since Aug 2015","http://www.502data.com/license/416527"
