"Name","Month","Sales","ExciseTax","County","Established","RetailerURLLink"
"1130","FWEEDOM CANNABIS","Mar-2016",37137,13741,"Snohomish County","Retailer since Feb 2016","http://www.502data.com//license/415031"
"1131","FWEEDOM CANNABIS","Feb-2016",774,287,"Snohomish County","Retailer since Feb 2016","http://www.502data.com//license/415031"
"1132","T.H.C.SUPERMARKET","Sep-2016",209766,77614,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/415198"
"1133","T.H.C.SUPERMARKET","Aug-2016",205958,76204,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/415198"
"1134","T.H.C.SUPERMARKET","Jul-2016",184443,68244,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/415198"
"1135","T.H.C.SUPERMARKET","Jun-2016",141391,52315,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/415198"
"1136","T.H.C.SUPERMARKET","May-2016",16598,6141,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/415198"
"1137","WALLA WALLA CANNABIS COMPANY","Sep-2016",208660,77204,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1138","WALLA WALLA CANNABIS COMPANY","Aug-2016",183322,67829,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1139","WALLA WALLA CANNABIS COMPANY","Jul-2016",167367,61926,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1140","WALLA WALLA CANNABIS COMPANY","Jun-2016",157211,58168,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1141","WALLA WALLA CANNABIS COMPANY","May-2016",154596,57201,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1142","WALLA WALLA CANNABIS COMPANY","Apr-2016",128405,47510,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1143","WALLA WALLA CANNABIS COMPANY","Mar-2016",118890,43989,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1144","WALLA WALLA CANNABIS COMPANY","Feb-2016",94722,35047,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1145","WALLA WALLA CANNABIS COMPANY","Jan-2016",92940,34388,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1146","WALLA WALLA CANNABIS COMPANY","All-2015",476093,176155,"Walla Walla County","Retailer since Sep 2015","http://www.502data.com//license/415641"
"1147","SMOKANE","Sep-2016",206816,76522,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1148","SMOKANE","Aug-2016",197114,72932,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1149","SMOKANE","Jul-2016",203301,75221,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1150","SMOKANE","Jun-2016",188330,69682,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1151","SMOKANE","May-2016",181988,67335,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1152","SMOKANE","Apr-2016",165179,61116,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1153","SMOKANE","Mar-2016",161962,59926,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1154","SMOKANE","Feb-2016",150263,55597,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1155","SMOKANE","Jan-2016",131671,48718,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1156","SMOKANE","All-2015",904806,328971,"Spokane County","Retailer since Mar 2015","http://www.502data.com//license/414101"
"1157","LOCAL ROOTS MARIJUANA","Sep-2016",204438,75642,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1158","LOCAL ROOTS MARIJUANA","Aug-2016",201237,74458,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1159","LOCAL ROOTS MARIJUANA","Jul-2016",197531,73086,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1160","LOCAL ROOTS MARIJUANA","Jun-2016",169035,62543,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1161","LOCAL ROOTS MARIJUANA","May-2016",167600,62012,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1162","LOCAL ROOTS MARIJUANA","Apr-2016",154962,57336,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1163","LOCAL ROOTS MARIJUANA","Mar-2016",159810,59130,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1164","LOCAL ROOTS MARIJUANA","Feb-2016",151882,56196,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1165","LOCAL ROOTS MARIJUANA","Jan-2016",147438,54552,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1166","LOCAL ROOTS MARIJUANA","All-2015",1214498,437228,"Snohomish County","Retailer since Jan 2015","http://www.502data.com//license/415216"
"1167","FILLABONG","Sep-2016",204317,75597,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1168","FILLABONG","Aug-2016",178376,65999,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1169","FILLABONG","Jul-2016",151309,55984,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1170","FILLABONG","Jun-2016",107282,39694,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1171","FILLABONG","May-2016",84411,31232,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1172","FILLABONG","Apr-2016",21732,8041,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/415211"
"1173","THE HAPPY CROP SHOPPE","Sep-2016",202979,75102,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1174","THE HAPPY CROP SHOPPE","Aug-2016",189698,70188,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1175","THE HAPPY CROP SHOPPE","Jul-2016",206931,76564,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1176","THE HAPPY CROP SHOPPE","Jun-2016",184921,68421,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1177","THE HAPPY CROP SHOPPE","May-2016",165909,61386,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1178","THE HAPPY CROP SHOPPE","Apr-2016",151736,56142,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1179","THE HAPPY CROP SHOPPE","Mar-2016",142275,52642,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1180","THE HAPPY CROP SHOPPE","Feb-2016",130500,48285,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1181","THE HAPPY CROP SHOPPE","Jan-2016",117803,43587,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1182","THE HAPPY CROP SHOPPE","All-2015",1361545,481319,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1183","THE HAPPY CROP SHOPPE","All-2014",638724,212908,"Douglas County","Retailer since Jul 2014","http://www.502data.com//license/413481"
"1184","MARY JANE'S","Sep-2016",202295,74849,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1185","MARY JANE'S","Aug-2016",211867,78391,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1186","MARY JANE'S","Jul-2016",199754,73909,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1187","MARY JANE'S","Jun-2016",175693,65006,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1188","MARY JANE'S","May-2016",158011,58464,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1189","MARY JANE'S","Apr-2016",138402,51209,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1190","MARY JANE'S","Mar-2016",99882,36956,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1191","MARY JANE'S","Feb-2016",78041,28875,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1192","MARY JANE'S","Jan-2016",32793,12133,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1193","MARY JANE'S","All-2015",2336,864,"Grant County","Retailer since Dec 2015","http://www.502data.com//license/414864"
"1194","FREEDOM MARKET","Sep-2016",199516,73821,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1195","FREEDOM MARKET","Aug-2016",189503,70116,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1196","FREEDOM MARKET","Jul-2016",178546,66062,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1197","FREEDOM MARKET","Jun-2016",149958,55485,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1198","FREEDOM MARKET","May-2016",145472,53825,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1199","FREEDOM MARKET","Apr-2016",160157,59258,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1200","FREEDOM MARKET","Mar-2016",160790,59492,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1201","FREEDOM MARKET","Feb-2016",150439,55662,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1202","FREEDOM MARKET","Jan-2016",140986,52165,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1203","FREEDOM MARKET","All-2015",1381733,492863,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1204","FREEDOM MARKET","All-2014",433195,144398,"Cowlitz County","Retailer since Jul 2014","http://www.502data.com//license/414280"
"1205","THE HIDDEN BUSH","Sep-2016",198917,73599,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1206","THE HIDDEN BUSH","Aug-2016",199277,73732,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1207","THE HIDDEN BUSH","Jul-2016",190741,70574,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1208","THE HIDDEN BUSH","Jun-2016",158348,58589,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1209","THE HIDDEN BUSH","May-2016",161770,59855,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1210","THE HIDDEN BUSH","Apr-2016",164936,61026,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1211","THE HIDDEN BUSH","Mar-2016",158949,58811,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1212","THE HIDDEN BUSH","Feb-2016",177186,65559,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1213","THE HIDDEN BUSH","Jan-2016",165735,61322,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1214","THE HIDDEN BUSH","All-2015",1888117,670113,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1215","THE HIDDEN BUSH","All-2014",68028,22676,"Clallam County","Retailer since Nov 2014","http://www.502data.com//license/412921"
"1216","ORIGINS CANNABIS","Sep-2016",197514,73080,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1217","ORIGINS CANNABIS","Aug-2016",203957,75464,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1218","ORIGINS CANNABIS","Jul-2016",188324,69680,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1219","ORIGINS CANNABIS","Jun-2016",155807,57649,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1220","ORIGINS CANNABIS","May-2016",140982,52163,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1221","ORIGINS CANNABIS","Apr-2016",118189,43730,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1222","ORIGINS CANNABIS","Mar-2016",59886,22158,"King County","Retailer since Mar 2016","http://www.502data.com//license/421417"
"1223","CANNAREX","Sep-2016",196776,72807,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1224","CANNAREX","Aug-2016",276694,102377,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1225","CANNAREX","Jul-2016",265523,98244,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1226","CANNAREX","Jun-2016",239963,88786,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1227","CANNAREX","May-2016",238617,88288,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1228","CANNAREX","Apr-2016",238866,88381,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1229","CANNAREX","Mar-2016",247562,91598,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1230","CANNAREX","Feb-2016",237976,88051,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1231","CANNAREX","Jan-2016",219463,81201,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1232","CANNAREX","All-2015",1664653,596146,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1233","CANNAREX","All-2014",187163,62388,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/414060"
"1234","THE GREEN SHELF","Sep-2016",195925,72492,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1235","THE GREEN SHELF","Aug-2016",193458,71579,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1236","THE GREEN SHELF","Jul-2016",202856,75057,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1237","THE GREEN SHELF","Jun-2016",212112,78481,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1238","THE GREEN SHELF","May-2016",214601,79402,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1239","THE GREEN SHELF","Apr-2016",224544,83081,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1240","THE GREEN SHELF","Mar-2016",222513,82330,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1241","THE GREEN SHELF","Feb-2016",194384,71922,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1242","THE GREEN SHELF","Jan-2016",179130,66278,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1243","THE GREEN SHELF","All-2015",461223,170653,"Kittitas County","Retailer since Aug 2015","http://www.502data.com//license/414958"
"1244","HIGH SOCIETY","Sep-2016",193032,71422,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1245","HIGH SOCIETY","Aug-2016",205493,76032,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1246","HIGH SOCIETY","Jul-2016",206038,76234,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1247","HIGH SOCIETY","Jun-2016",176888,65448,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1248","HIGH SOCIETY","May-2016",170411,63052,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1249","HIGH SOCIETY","Apr-2016",153721,56877,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1250","HIGH SOCIETY","Mar-2016",145901,53983,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1251","HIGH SOCIETY","Feb-2016",120453,44568,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1252","HIGH SOCIETY","Jan-2016",117175,43355,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1253","HIGH SOCIETY","All-2015",1142444,408392,"Skagit County","Retailer since Jan 2015","http://www.502data.com//license/413534"
"1254","365 RECREATIONAL CANNABIS","Sep-2016",190317,70417,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1255","365 RECREATIONAL CANNABIS","Aug-2016",197238,72978,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1256","365 RECREATIONAL CANNABIS","Jul-2016",186387,68963,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1257","365 RECREATIONAL CANNABIS","Jun-2016",125975,46611,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1258","365 RECREATIONAL CANNABIS","May-2016",108313,40076,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1259","365 RECREATIONAL CANNABIS","Apr-2016",104842,38791,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1260","365 RECREATIONAL CANNABIS","Mar-2016",113148,41865,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1261","365 RECREATIONAL CANNABIS","Feb-2016",100523,37193,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1262","365 RECREATIONAL CANNABIS","Jan-2016",97000,35890,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1263","365 RECREATIONAL CANNABIS","All-2015",455700,168241,"King County","Retailer since Jun 2015","http://www.502data.com//license/413310"
"1264","OZ.","Sep-2016",189737,70203,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1265","OZ.","Aug-2016",204507,75668,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1266","OZ.","Jul-2016",206232,76306,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1267","OZ.","Jun-2016",187172,69254,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1268","OZ.","May-2016",186244,68910,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1269","OZ.","Apr-2016",187287,69296,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1270","OZ.","Mar-2016",185574,68662,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1271","OZ.","Feb-2016",175389,64894,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1272","OZ.","Jan-2016",167350,61919,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1273","OZ.","All-2015",798210,294740,"King County","Retailer since May 2015","http://www.502data.com//license/415348"
"1274","GREEN LADY WESTSIDE, INC.","Sep-2016",189730,70200,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1275","GREEN LADY WESTSIDE, INC.","Aug-2016",182893,67670,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1276","GREEN LADY WESTSIDE, INC.","Jul-2016",175091,64784,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1277","GREEN LADY WESTSIDE, INC.","Jun-2016",146288,54127,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1278","GREEN LADY WESTSIDE, INC.","May-2016",134979,49942,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1279","GREEN LADY WESTSIDE, INC.","Apr-2016",99419,36785,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1280","GREEN LADY WESTSIDE, INC.","Mar-2016",4730,1750,"Thurston County","Retailer since Mar 2016","http://www.502data.com//license/416540"
"1281","THE BACK PORCH","Sep-2016",189671,70178,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1282","THE BACK PORCH","Aug-2016",178023,65868,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1283","THE BACK PORCH","Jul-2016",179084,66261,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1284","THE BACK PORCH","Jun-2016",151288,55977,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1285","THE BACK PORCH","May-2016",141182,52237,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1286","THE BACK PORCH","Apr-2016",125258,46345,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1287","THE BACK PORCH","Mar-2016",116738,43193,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1288","THE BACK PORCH","Feb-2016",110082,40730,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1289","THE BACK PORCH","Jan-2016",97022,35898,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1290","THE BACK PORCH","All-2015",942426,340438,"Chelan County","Retailer since Mar 2015","http://www.502data.com//license/415645"
"1291","ZIA RECREATIONAL","Sep-2016",188541,69760,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1292","ZIA RECREATIONAL","Aug-2016",191089,70703,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1293","ZIA RECREATIONAL","Jul-2016",184252,68173,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1294","ZIA RECREATIONAL","Jun-2016",156828,58026,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1295","ZIA RECREATIONAL","May-2016",156594,57940,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1296","ZIA RECREATIONAL","Apr-2016",155383,57492,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1297","ZIA RECREATIONAL","Mar-2016",149762,55412,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1298","ZIA RECREATIONAL","Feb-2016",139397,51577,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1299","ZIA RECREATIONAL","Jan-2016",116826,43226,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1300","ZIA RECREATIONAL","All-2015",654202,238205,"Grays Harbor County","Retailer since May 2015","http://www.502data.com//license/415488"
"1301","WE'RE JUST BUDS","Sep-2016",188095,69595,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1302","WE'RE JUST BUDS","Aug-2016",151029,55881,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1303","WE'RE JUST BUDS","Jul-2016",136207,50397,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1304","WE'RE JUST BUDS","Jun-2016",143865,53230,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1305","WE'RE JUST BUDS","May-2016",205485,76029,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1306","WE'RE JUST BUDS","Apr-2016",279760,103511,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1307","WE'RE JUST BUDS","Mar-2016",254970,94339,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1308","WE'RE JUST BUDS","Feb-2016",251747,93147,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1309","WE'RE JUST BUDS","Jan-2016",272168,100702,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1310","WE'RE JUST BUDS","All-2015",1472970,544484,"Whitman County","Retailer since Jun 2015","http://www.502data.com//license/414995"
"1311","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Sep-2016",184921,68421,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1312","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Aug-2016",184492,68262,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1313","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jul-2016",174931,64724,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1314","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jun-2016",144828,53587,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1315","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","May-2016",141325,52290,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1316","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Apr-2016",149486,55310,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1317","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Mar-2016",147281,54494,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1318","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Feb-2016",148638,54996,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1319","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","Jan-2016",140617,52028,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1320","TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE","All-2015",1032476,376895,"Mason County","Retailer since May 2015","http://www.502data.com//license/415183"
"1321","CANNARAIL STATION","Sep-2016",184744,68355,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1322","CANNARAIL STATION","Aug-2016",170562,63108,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1323","CANNARAIL STATION","Jul-2016",148297,54870,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1324","CANNARAIL STATION","Jun-2016",123108,45550,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1325","CANNARAIL STATION","May-2016",101188,37440,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1326","CANNARAIL STATION","Apr-2016",94690,35035,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1327","CANNARAIL STATION","Mar-2016",88303,32672,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1328","CANNARAIL STATION","Feb-2016",79961,29586,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1329","CANNARAIL STATION","Jan-2016",73644,27248,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1330","CANNARAIL STATION","All-2015",815132,290322,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1331","CANNARAIL STATION","All-2014",78923,26308,"Grant County","Retailer since Jul 2014","http://www.502data.com//license/413366"
"1332","KARMA CANNABIS, LLC","Sep-2016",182402,67489,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1333","KARMA CANNABIS, LLC","Aug-2016",177657,65733,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1334","KARMA CANNABIS, LLC","Jul-2016",162150,59996,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1335","KARMA CANNABIS, LLC","Jun-2016",132832,49148,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1336","KARMA CANNABIS, LLC","May-2016",120814,44701,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1337","KARMA CANNABIS, LLC","Apr-2016",110398,40847,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1338","KARMA CANNABIS, LLC","Mar-2016",96858,35838,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1339","KARMA CANNABIS, LLC","Feb-2016",8422,3116,"Clallam County","Retailer since Feb 2016","http://www.502data.com//license/421168"
"1340","PACIFIC CANNABIS COMPANY","Sep-2016",181798,67265,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1341","PACIFIC CANNABIS COMPANY","Aug-2016",187742,69464,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1342","PACIFIC CANNABIS COMPANY","Jul-2016",188824,69865,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1343","PACIFIC CANNABIS COMPANY","Jun-2016",170299,63011,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1344","PACIFIC CANNABIS COMPANY","May-2016",167885,62117,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1345","PACIFIC CANNABIS COMPANY","Apr-2016",163249,60402,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1346","PACIFIC CANNABIS COMPANY","Mar-2016",164309,60794,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1347","PACIFIC CANNABIS COMPANY","Feb-2016",153698,56868,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
"1348","PACIFIC CANNABIS COMPANY","Jan-2016",152712,56503,"Kitsap County","Retailer since Jun 2015","http://www.502data.com//license/414656"
