"Name","Month","Sales","ExciseTax","County","Established","RetailerURLLink"
"347","HAVE A HEART","Jul-2016",182040,67355,"King County","Retailer since Jul 2016","http://www.502data.com//license/423379"
"348","MR. BILLS OF BUCKLEY","Sep-2016",447418,165545,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"349","MR. BILLS OF BUCKLEY","Aug-2016",437522,161883,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"350","MR. BILLS OF BUCKLEY","Jul-2016",423323,156630,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"351","MR. BILLS OF BUCKLEY","Jun-2016",361579,133784,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"352","MR. BILLS OF BUCKLEY","May-2016",365444,135214,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"353","MR. BILLS OF BUCKLEY","Apr-2016",344150,127336,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"354","MR. BILLS OF BUCKLEY","Mar-2016",359740,133104,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"355","MR. BILLS OF BUCKLEY","Feb-2016",336308,124434,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"356","MR. BILLS OF BUCKLEY","Jan-2016",321722,119037,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"357","MR. BILLS OF BUCKLEY","All-2015",2887867,1029036,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"358","MR. BILLS OF BUCKLEY","All-2014",270196,90065,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/413980"
"359","URBAN BUD","Sep-2016",443980,164273,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"360","URBAN BUD","Aug-2016",405082,149880,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"361","URBAN BUD","Jul-2016",381045,140986,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"362","URBAN BUD","Jun-2016",309061,114352,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"363","URBAN BUD","May-2016",295011,109154,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"364","URBAN BUD","Apr-2016",262918,97280,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"365","URBAN BUD","Mar-2016",250228,92584,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"366","URBAN BUD","Feb-2016",228374,84498,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"367","URBAN BUD","Jan-2016",223139,82562,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"368","URBAN BUD","All-2015",1531868,554287,"Pierce County","Retailer since Jan 2015","http://www.502data.com//license/415010"
"369","CANNA4LIFE","Sep-2016",443246,164001,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"370","CANNA4LIFE","Aug-2016",396313,146636,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"371","CANNA4LIFE","Jul-2016",352919,130580,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"372","CANNA4LIFE","Jun-2016",272079,100669,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"373","CANNA4LIFE","May-2016",260986,96565,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"374","CANNA4LIFE","Apr-2016",239485,88609,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"375","CANNA4LIFE","Mar-2016",220518,81592,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"376","CANNA4LIFE","Feb-2016",178069,65885,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"377","CANNA4LIFE","Jan-2016",36446,13485,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"378","CANNA4LIFE","All-2015",273607,99419,"Asotin County","Retailer since May 2015","http://www.502data.com//license/414211"
"379","WEST SEATTLE CANNABIS COMPANY","Sep-2016",442588,163757,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"380","WEST SEATTLE CANNABIS COMPANY","Aug-2016",413766,153094,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"381","WEST SEATTLE CANNABIS COMPANY","Jul-2016",379777,140518,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"382","WEST SEATTLE CANNABIS COMPANY","Jun-2016",313847,116123,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"383","WEST SEATTLE CANNABIS COMPANY","May-2016",300339,111125,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"384","WEST SEATTLE CANNABIS COMPANY","Apr-2016",281786,104261,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"385","WEST SEATTLE CANNABIS COMPANY","Mar-2016",272130,100688,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"386","WEST SEATTLE CANNABIS COMPANY","Feb-2016",237026,87700,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"387","WEST SEATTLE CANNABIS COMPANY","Jan-2016",211821,78374,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"388","WEST SEATTLE CANNABIS COMPANY","All-2015",432171,159903,"King County","Retailer since Sep 2015","http://www.502data.com//license/414868"
"389","STASH","Sep-2016",432852,160155,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"390","STASH","Aug-2016",437635,161925,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"391","STASH","Jul-2016",434415,160734,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"392","STASH","Jun-2016",378661,140105,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"393","STASH","May-2016",381075,140998,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"394","STASH","Apr-2016",369967,136888,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"395","STASH","Mar-2016",342939,126888,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"396","STASH","Feb-2016",328903,121694,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"397","STASH","Jan-2016",306223,113303,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"398","STASH","All-2015",869667,321777,"King County","Retailer since Aug 2015","http://www.502data.com//license/414532"
"399","THE GALLERY SPANAWAY","Sep-2016",429390,158874,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"400","THE GALLERY SPANAWAY","Aug-2016",440844,163112,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"401","THE GALLERY SPANAWAY","Jul-2016",423700,156769,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"402","THE GALLERY SPANAWAY","Jun-2016",292694,108297,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"403","THE GALLERY SPANAWAY","May-2016",280237,103688,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"404","THE GALLERY SPANAWAY","Apr-2016",253269,93710,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"405","THE GALLERY SPANAWAY","Mar-2016",229715,84995,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"406","THE GALLERY SPANAWAY","Feb-2016",75556,27956,"Pierce County","Retailer since Feb 2016","http://www.502data.com//license/413420"
"407","HIGH-5 CANNABIS","Sep-2016",426773,157906,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"408","HIGH-5 CANNABIS","Aug-2016",373047,138027,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"409","HIGH-5 CANNABIS","Jul-2016",350738,129773,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"410","HIGH-5 CANNABIS","Jun-2016",275005,101752,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"411","HIGH-5 CANNABIS","May-2016",234508,86768,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"412","HIGH-5 CANNABIS","Apr-2016",148976,55121,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"413","HIGH-5 CANNABIS","Mar-2016",42889,15869,"Clark County","Retailer since Mar 2016","http://www.502data.com//license/421702"
"414","EMERALD HAZE CANNABIS EMPORIUM","Sep-2016",423041,156525,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"415","EMERALD HAZE CANNABIS EMPORIUM","Aug-2016",405512,150039,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"416","EMERALD HAZE CANNABIS EMPORIUM","Jul-2016",410626,151932,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"417","EMERALD HAZE CANNABIS EMPORIUM","Jun-2016",355220,131431,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"418","EMERALD HAZE CANNABIS EMPORIUM","May-2016",338919,125400,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"419","EMERALD HAZE CANNABIS EMPORIUM","Apr-2016",340163,125860,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"420","EMERALD HAZE CANNABIS EMPORIUM","Mar-2016",332394,122986,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"421","EMERALD HAZE CANNABIS EMPORIUM","Feb-2016",288822,106864,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"422","EMERALD HAZE CANNABIS EMPORIUM","Jan-2016",303812,112410,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"423","EMERALD HAZE CANNABIS EMPORIUM","All-2015",1955774,712778,"King County","Retailer since Apr 2015","http://www.502data.com//license/414841"
"424","THE GREEN NUGGET","Sep-2016",421638,156006,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"425","THE GREEN NUGGET","Aug-2016",418019,154667,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"426","THE GREEN NUGGET","Jul-2016",427037,158004,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"427","THE GREEN NUGGET","Jun-2016",393993,145778,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"428","THE GREEN NUGGET","May-2016",406894,150551,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"429","THE GREEN NUGGET","Apr-2016",369753,136809,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"430","THE GREEN NUGGET","Mar-2016",333175,123275,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"431","THE GREEN NUGGET","Feb-2016",278280,102963,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"432","THE GREEN NUGGET","Jan-2016",222295,82249,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"433","THE GREEN NUGGET","All-2015",1232789,448305,"Spokane County","Retailer since Feb 2015","http://www.502data.com//license/412490"
"434","POT ZONE","Sep-2016",403082,149140,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"435","POT ZONE","Aug-2016",402254,148834,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"436","POT ZONE","Jul-2016",402176,148805,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"437","POT ZONE","Jun-2016",338936,125406,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"438","POT ZONE","May-2016",336302,124432,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"439","POT ZONE","Apr-2016",325055,120271,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"440","POT ZONE","Mar-2016",332759,123121,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"441","POT ZONE","Feb-2016",289900,107263,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"442","POT ZONE","Jan-2016",277427,102648,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"443","POT ZONE","All-2015",2628504,932788,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"444","POT ZONE","All-2014",434948,144983,"Kitsap County","Retailer since Aug 2014","http://www.502data.com//license/415229"
"445","SPOKANE GREEN LEAF","Sep-2016",395971,146509,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"446","SPOKANE GREEN LEAF","Aug-2016",400635,148235,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"447","SPOKANE GREEN LEAF","Jul-2016",400008,148003,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"448","SPOKANE GREEN LEAF","Jun-2016",339136,125480,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"449","SPOKANE GREEN LEAF","May-2016",324972,120240,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"450","SPOKANE GREEN LEAF","Apr-2016",314791,116473,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"451","SPOKANE GREEN LEAF","Mar-2016",306597,113441,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"452","SPOKANE GREEN LEAF","Feb-2016",49813,18431,"Spokane County","Retailer since Feb 2016","http://www.502data.com//license/422146"
"453","112TH STREET CANNABIS","Sep-2016",391513,144860,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423413"
"454","112TH STREET CANNABIS","Aug-2016",268026,99170,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423413"
"455","112TH STREET CANNABIS","Jul-2016",18550,6864,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423413"
"456","STATION 420, LLC","Sep-2016",389504,144116,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"457","STATION 420, LLC","Aug-2016",330869,122422,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"458","STATION 420, LLC","Jul-2016",312631,115673,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"459","STATION 420, LLC","Jun-2016",257023,95098,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"460","STATION 420, LLC","May-2016",273663,101255,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"461","STATION 420, LLC","Apr-2016",253035,93623,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"462","STATION 420, LLC","Mar-2016",238391,88205,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"463","STATION 420, LLC","Feb-2016",218738,80933,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"464","STATION 420, LLC","Jan-2016",185444,68614,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"465","STATION 420, LLC","All-2015",1640288,583908,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"466","STATION 420, LLC","All-2014",396747,132249,"Yakima County","Retailer since Jul 2014","http://www.502data.com//license/413596"
"467","THE NOVEL TREE","Sep-2016",385948,142801,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"468","THE NOVEL TREE","Aug-2016",432423,159997,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"469","THE NOVEL TREE","Jul-2016",405945,150199,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"470","THE NOVEL TREE","Jun-2016",395775,146437,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"471","THE NOVEL TREE","May-2016",407482,150769,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"472","THE NOVEL TREE","Apr-2016",397241,146979,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"473","THE NOVEL TREE","Mar-2016",411297,152180,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"474","THE NOVEL TREE","Feb-2016",359116,132873,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"475","THE NOVEL TREE","Jan-2016",346834,128329,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"476","THE NOVEL TREE","All-2015",3651500,1291463,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"477","THE NOVEL TREE","All-2014",233206,77735,"King County","Retailer since Nov 2014","http://www.502data.com//license/414983"
"478","CRIMSON WAVE","Sep-2016",383831,142017,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"479","CRIMSON WAVE","Aug-2016",379047,140248,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"480","CRIMSON WAVE","Jul-2016",416528,154116,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"481","CRIMSON WAVE","Jun-2016",366032,135432,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"482","CRIMSON WAVE","May-2016",350838,129810,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"483","CRIMSON WAVE","Apr-2016",336942,124668,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"484","CRIMSON WAVE","Mar-2016",293726,108679,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"485","CRIMSON WAVE","Feb-2016",239286,88536,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"486","CRIMSON WAVE","Jan-2016",222670,82388,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"487","CRIMSON WAVE","All-2015",1211689,439190,"King County","Retailer since Mar 2015","http://www.502data.com//license/414491"
"488","SEATTLE TONICS","Sep-2016",382236,141427,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"489","SEATTLE TONICS","Aug-2016",371959,137625,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"490","SEATTLE TONICS","Jul-2016",347511,128579,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"491","SEATTLE TONICS","Jun-2016",319997,118399,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"492","SEATTLE TONICS","May-2016",339082,125460,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"493","SEATTLE TONICS","Apr-2016",346658,128263,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"494","SEATTLE TONICS","Mar-2016",352555,130445,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"495","SEATTLE TONICS","Feb-2016",329289,121837,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"496","SEATTLE TONICS","Jan-2016",327545,121192,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"497","SEATTLE TONICS","All-2015",1845306,675426,"King County","Retailer since Apr 2015","http://www.502data.com//license/414731"
"498","DOCKSIDE CANNABIS","Sep-2016",382162,141400,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"499","DOCKSIDE CANNABIS","Aug-2016",365541,135250,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"500","DOCKSIDE CANNABIS","Jul-2016",364446,134845,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"501","DOCKSIDE CANNABIS","Jun-2016",298071,110286,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"502","DOCKSIDE CANNABIS","May-2016",287831,106497,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"503","DOCKSIDE CANNABIS","Apr-2016",314114,116222,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"504","DOCKSIDE CANNABIS","Mar-2016",270189,99970,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"505","DOCKSIDE CANNABIS","Feb-2016",239770,88715,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"506","DOCKSIDE CANNABIS","Jan-2016",209129,77378,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"507","DOCKSIDE CANNABIS","All-2015",610456,225869,"King County","Retailer since Sep 2015","http://www.502data.com//license/414174"
"508","MARY MART","Sep-2016",380139,140652,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"509","MARY MART","Aug-2016",378754,140139,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"510","MARY MART","Jul-2016",400567,148210,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"511","MARY MART","Jun-2016",324084,119911,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"512","MARY MART","May-2016",310835,115009,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"513","MARY MART","Apr-2016",285634,105685,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"514","MARY MART","Mar-2016",268363,99294,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"515","MARY MART","Feb-2016",244680,90532,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"516","MARY MART","Jan-2016",233557,86416,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"517","MARY MART","All-2015",2169339,773261,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"518","MARY MART","All-2014",176038,58679,"Pierce County","Retailer since Sep 2014","http://www.502data.com//license/415037"
"519","LOVING FARMS","Sep-2016",379967,140588,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"520","LOVING FARMS","Aug-2016",331467,122643,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"521","LOVING FARMS","Jul-2016",313779,116098,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"522","LOVING FARMS","Jun-2016",270713,100164,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"523","LOVING FARMS","May-2016",273555,101215,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"524","LOVING FARMS","Apr-2016",265948,98401,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"525","LOVING FARMS","Mar-2016",249193,92201,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"526","LOVING FARMS","Feb-2016",235652,87191,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"527","LOVING FARMS","Jan-2016",215919,79890,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"528","LOVING FARMS","All-2015",1928200,685371,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"529","LOVING FARMS","All-2014",203898,67966,"Skagit County","Retailer since Sep 2014","http://www.502data.com//license/412370"
"530","WALLA WALLA WEEDERY","Sep-2016",379581,140445,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"531","WALLA WALLA WEEDERY","Aug-2016",360881,133526,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"532","WALLA WALLA WEEDERY","Jul-2016",368648,136400,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"533","WALLA WALLA WEEDERY","Jun-2016",327097,121026,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"534","WALLA WALLA WEEDERY","May-2016",310215,114780,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"535","WALLA WALLA WEEDERY","Apr-2016",314316,116297,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"536","WALLA WALLA WEEDERY","Mar-2016",274433,101540,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"537","WALLA WALLA WEEDERY","Feb-2016",289005,106932,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"538","WALLA WALLA WEEDERY","Jan-2016",203530,75306,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"539","WALLA WALLA WEEDERY","All-2015",191206,70746,"Walla Walla County","Retailer since Nov 2015","http://www.502data.com//license/414011"
"540","THE HEALING LEAF GARDEN COLLECTIVE","Sep-2016",368285,136265,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"541","THE HEALING LEAF GARDEN COLLECTIVE","Aug-2016",346879,128345,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"542","THE HEALING LEAF GARDEN COLLECTIVE","Jul-2016",329881,122056,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"543","THE HEALING LEAF GARDEN COLLECTIVE","Jun-2016",233997,86579,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"544","THE HEALING LEAF GARDEN COLLECTIVE","May-2016",173232,64096,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"545","THE HEALING LEAF GARDEN COLLECTIVE","Apr-2016",76059,28142,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"546","THE HEALING LEAF GARDEN COLLECTIVE","Mar-2016",1788,661,"Snohomish County","Retailer since Mar 2016","http://www.502data.com//license/414829"
"547","CINDER","Sep-2016",367836,136099,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"548","CINDER","Aug-2016",348879,129085,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"549","CINDER","Jul-2016",363351,134440,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"550","CINDER","Jun-2016",351572,130082,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"551","CINDER","May-2016",370777,137188,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"552","CINDER","Apr-2016",393766,145693,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"553","CINDER","Mar-2016",394960,146135,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"554","CINDER","Feb-2016",417636,154525,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"555","CINDER","Jan-2016",380795,140894,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"556","CINDER","All-2015",3392572,1216610,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"557","CINDER","All-2014",59109,19703,"Spokane County","Retailer since Nov 2014","http://www.502data.com//license/413940"
"558","NIMBIN FARM","Sep-2016",358168,132522,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"559","NIMBIN FARM","Aug-2016",359970,133189,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"560","NIMBIN FARM","Jul-2016",356944,132069,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"561","NIMBIN FARM","Jun-2016",316257,117015,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"562","NIMBIN FARM","May-2016",328208,121437,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"563","NIMBIN FARM","Apr-2016",315082,116580,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"564","NIMBIN FARM","Mar-2016",294419,108935,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"565","NIMBIN FARM","Feb-2016",275877,102074,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"566","NIMBIN FARM","Jan-2016",267308,98904,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"567","NIMBIN FARM","All-2015",1331020,488115,"King County","Retailer since Apr 2015","http://www.502data.com//license/415658"
"568","OCEAN GREENS","Sep-2016",356994,132088,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"569","OCEAN GREENS","Aug-2016",370331,137023,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"570","OCEAN GREENS","Jul-2016",397237,146978,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"571","OCEAN GREENS","Jun-2016",376880,139446,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"572","OCEAN GREENS","May-2016",386917,143159,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"573","OCEAN GREENS","Apr-2016",385247,142541,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"574","OCEAN GREENS","Mar-2016",357215,132170,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"575","OCEAN GREENS","Feb-2016",381590,141188,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
"576","OCEAN GREENS","Jan-2016",428709,158622,"King County","Retailer since Oct 2014","http://www.502data.com//license/413372"
